scene no,scene dialogue,chap no,chap dialogue,scene,chapter
60,"Oh, I tried. And it made life so much worse for so many innocent predators. ",22,"Yeah. I tried, and I made life so much worse for so many innocent predators.",,
60,"Oh, not all of them, though. Speak of the devil. Right on time. ",22,Speak of the devil. Right on time.,,
60,Is that... Gideon Grey? ,22,Is that… Gideon Grey? ,,
60,Yep. It sure is. We work with him now. ,22,We work with him now.,,
60,He's our partner. And we never would have considered it had you not opened our minds. ,22,"He's our partner! And we'd never have considered it had you not opened our minds, ",,
60,"That's right. I mean, Gid's turned into one of the top pastry chefs in the tri-burrows. ",22,Gid's turned into one of the top pastry chefs in the triboroughs.,,
60,"That's really cool, you guys. ",2,"What're ya gonna do, cry? ",,
60,Gideon Grey. I'll be darned. ,22,I'll be darned.,,
60,Hey Judy-- I'd like to say I'm sorry for the way I behaved in my youth. I had a lotta self-doubt that manifested itself in the form of unchecked rage and aggression. I was a major jerk. ,22,I'd like to say sorry for the way I behaved in my youth. I had a lot of self-doubt that manifested￼ itself in the form of unchecked￼ rage and aggression. I was a major jerk.,,
60,"Well, I know a thing or two about being a jerk... ",22,"I know a thing or two about being a jerk, ",,
60,Anyhow-- I brought you all these pies. ,22,"Anyhow, I brought you all these pies, ",,
60,Hey kids! Don't you run through that midnicampum holicithias! ,22,Don't run through the Midnicampum holicithias! ,,
60,"(holding back the others) Whoa, whoa, whoa! ",21,"Go back to the forest, predator! ",,
60,"Now there's a 4-dollar word, Mr. H. My family always just called them night howlers. ",22,"Now, there's a four-dollar word, Mr. H. My family always just called them night howlers, ",,
60,"I'm sorry, what did you say? ",22,What did you say? ,,
60,"Oh, Gid's talking about those flowers, Judy. I use `em to keep bugs off the produce. But I don't like the little ones going near `em on account of what happened to your Uncle Terry. ",22,"Oh, Gid's talking about those flowers, Judy. I use them to keep bugs off the produce￼. But I don't like the little ones going near them on account of your Uncle Terry.",,
60,"Yeah, Terry ate one whole when we were kids and went completely nuts. ",22,"Yeah, Terry ate one whole when we were kids and went completely nuts, ",,
60,He bit the dickens out of your mother. ,22,"He bit the dickens out of your mother, ",,
60,(a dawning realization) A bunny can go savage... ,22,"A bunny can go savage…, ",,
60,"Savage? Well, that's a strong word. But it did hurt like the devil. ",22,"Savage? Well, that's a strong word, ",,
60,Well sure it did. There's a sizable divot in your arm. I'd call that savage. ,22,"There's a sizable divot in your arm. I'd call that savage, ",,
60,(as if doing an equation) Night howlers aren't wolves. They're flowers. The flowers are making the predators go savage. That's it! That's what I've been missing! ,22,Night howlers aren't wolves. They're flowers. The flowers are making the predators go savage. That's it.That's what I've been missing.,,
60,"Oh, keys! Keys! Keys! Keys! Hurry! Come on! Thank you, I love you bye! ",22,Keys! Keys! Keys! Hurry! Come on! ,,
60,"You catch any of that, Bon? ",1,"You get it, honey? ",,
60,Not one bit. ,4,I love it! ,,
60,"Well, that makes me feel a little better. I thought she was talking in tongues or something. ",24,"What's it to you, Wilde? Shouldn't you be melting down a pawpsicle or something? ",,
======,Scene 60 is aligned with chapter 22,===========,=============,60,22
61,Who is it? ,9,That's it? ,,
61,I need to find Nick. Please. ,5,"A hundred tickets, ",,
======,Scene 61 is aligned with chapter 9,===========,=============,61,9
62,Nick? Nick! ,26,No! Nick! ,,
62,"Oh, Nick! Night howlers aren't wolves. They're toxic flowers. I think someone is targeting predators on purpose and making them go savage. ",23,Night howlers aren't wolves. They're toxic￼ flowers. I think someone is targeting predators on purpose and making them go savage.,,
62,Wow. Isn't that interesting. ,23,Isn't that interesting? ,,
62,"Wait! Wait, please-- I know you'll never forgive me. And I don't blame you. I wouldn't forgive me either. I was ignorant and irresponsible and small-minded... But predators shouldn't suffer because of my mistakes. I have to fix this, but I can't do it without you. ",23,"Wait, listen! I know you'll never forgive me. And I don't blame you. I wouldn't forgive me, either. I was ignorant and irresponsible and small-minded. But predators shouldn't suffer because of my mistakes. I have to fix this, but I can't do it without you.",,
62,"(getting emotional) And after we're done, you can hate me, and that'll be fine, because I was a horrible friend and I hurt you... and you can walk away knowing you were right all along, I really am just a dumb bunny. ",23,"And after we're done, you can hate me, and that'll be fine, because I was a horrible friend and I hurt you… And you can walk away knowing you were right all along, I really am just a dumb bunny.",,
62,I really am just a dumb bunny. I really am just a dumb bunny. ,23,I really am just a dumb bunny. I really am just a dumb bunny.,,
62,"Don't worry, Carrots, I'll let you erase it... in 48 hours. ",23,"Cheer up, Carrots. I'll let you erase it… in forty-eight hours.",,
62,"Alright, get in here. ",23,"All right, get in here.",,
62,"Okay. Oh, you bunnies... You're so emotional. There we go. Deep breath. (then) Are you just trying to steal the pen. Is that what this is? (then) You are standing on my tail, though. Off, off, off. ",23,"Are you just trying to steal the pen? Is that what this is? You are standing on my tail, though. Off, off, off.",,
62,I'm sorry. ,22,I'm fine.,,
======,Scene 62 is aligned with chapter 23,===========,=============,62,23
63,"I thought you guys only grew carrots. (then, eats) What's the plan? ",23,Oh! I thought you guys only grew carrots! ,,
63,We are gonna follow the night howlers. ,23,We're gonna follow the night howlers. Know this guy? ,,
63,Okay. How? ,15,Okay? ,,
63,(shows picture of weasel) Know this guy? ,9,Stop in the name of the law! ,,
63,"Uh-huh. I told you, I know everybody. ",23,"I know everybody, ",,
======,Scene 63 is aligned with chapter 23,===========,=============,63,23
64,"Well, hello, step right up! Anything you need... I got it. All your favorite movies! I got movies that haven't even been released yet! ",24,All your favorite movies! I got movies that haven't even been released yet! ,,
64,"Hey, 15% off! 20! Make me an offer! Come on! ",22,Keys! Keys! Keys! Hurry! Come on! ,,
64,"(suddenly appearing) Well, well, look who it is. The duke of bootleg. ",24,"Well, well, look who's back in the bootleg￼ business, ",,
64,"What's it to you, Wilde? Shouldn't you be melting down a popsicle or something? (sees Hopps) Hey, if it isn't Flopsy the Copsy. ",24,"What's it to you, Wilde? Shouldn't you be melting down a pawpsicle or something? ",,
64,"We both know those weren't moldy onions I caught you stealing. What were you gonna do with those night howlers, Wessleton? ",24,"We both know those weren't moldy onions I caught you stealing, ",,
64,"It's Weaselton. Duke Weaselton. And I ain't talking, rabbit. And ain't nothing you can do to make me. ",24,"It's Weaselton! Duke Weaselton. And I ain't talking, rabbit. And ain't nothing you can do to make me.",,
======,Scene 64 is aligned with chapter 24,===========,=============,64,24
65,Ice `em. ,14,Ice 'em.,,
65,Aaagh! Agh! (to Nick) Ya dirty rat! Why ya helping her?! She's a cop! ,24,You dirty rat! Why you helping her? You know she's a cop! ,,
65,And the godmother to my future granddaughter. ,24,And the godmother to my future granddaughter.,,
65,I'm gonna name her Judy. ,24,"I'm going to name her Judy, ",,
65,Aw. ,24,"Aw, ",,
65,(to polar bears) Ice this weasel. ,3,"You play cribbage with a weasel, ",,
65,"All right, all right, please! I'll talk! I'll talk. I stole them night howlers so I could sell `em. They offered me what I couldn't refuse... Money. ",24,I stole them night howlers because I could sell them for a lot of dough￼.,,
65,And to whom did you sell them? ,24,And to whom did you sell them? ,,
65,A ram named Doug. We got a drop spot underground... ,7,I am not a dumb bunny.,,
======,Scene 65 is aligned with chapter 24,===========,=============,65,24
66,...Just watch it. Doug is the opposite of friendly. He's unfriendly... ,7,"You told that mouse the pawpsicle sticks were redwood, ",,
======,Scene 66 is aligned with chapter 7,===========,=============,66,7
67,Come on! ,19,Come on! ,,
======,Scene 67 is aligned with chapter 19,===========,=============,67,19
68,The weasel wasn't lying. ,25,"The weasel wasn't lying, ",,
68,"Yeah, looks like old Doug's cornered the market on night howlers... ",25,"Yeah, looks like old Doug's cornered the market on night howlers, ",,
68,(into phone) You got Doug here. What's the mark? Cheetah in Sahara Square. Got it. ,25,Yeah? What's the mark￼? Cheetah in Sahara Square. Got it.,,
68,"(into phone) Serious? Yeah, I know they're fast. I can hit him. Listen, I hit a tiny little otter through the open window of a moving car. ",25,"Yeah, I know they're fast. I can hit him. Listen, I hit a tiny little otter through the open window of a moving car, ",,
68,"(into phone) Yeah I'll buzz you when it's done. Or you'll see it on the news. Ya know, whichever comes first. ",25,"Yeah, I'll buzz￼ you when it's done. Or you'll see it on the news. You know, whichever comes first.",,
68,"Hey Doug, open up! We've got your latte. ",25,"Hey, Doug, open up, ",,
68,"(into phone) Alright, Woolter and Jesse are back, so I'm leaving now. (then) Out. ",9,"And I sent it, and it's done, so I did do that, ",,
68,"Hey. Hey! Where are you going? Get back here! What are you doing?! He's gonna see you! What are you looking at? Hey! Whatever you're thinking, stop thinking it. Carrots! Carrots! ",5,They really did hire a bunny. What! I gotta tell you; you are even cuter than I thought you'd be.,,
68,It better have the extra foam this time-- ,11,"I have no memory of this beaver, ",,
68,"Hey, open up! ",7,"Hey, hey! ",,
68,What are you doing?! You just trapped us in here! ,26,What are you going to do? ,,
68,We need to get this evidence to the ,25,"We need to get this evidence to the ZPD, ",,
68,Okay. Great. Here it is. Got it. ,2,You heard her. Cut it out.,,
68,No. All of it! ,25,"No. All of it, ",,
68,"Wait, what? ",25,"Wait, what? ",,
68,"Great, you're a conductor now? Hey, listen-- It would take a miracle to get this rust-bucket going. ",25,You're a conductor now? Listen. It would take a miracle to get this rust bucket going.,,
68,Well... Hallelujah! ,25,"Oh, hallelujah, ",,
68,(on the phone) We kinda got a situation at the lab... (noticing train) Oh! It just got worse! ,10,"Carrots, you're gonna wake the baby. I've got to get to work, ",,
======,Scene 68 is aligned with chapter 25,===========,=============,68,25
69,Mission accomplished. Would it be premature for me to do a little victory toot-toot? ,25,Mission accomplished. Would it be premature￼ for me to do a little victory toot-toot? ,,
69,All right. One toot-toot. ,25,One toot-toot.,,
69,"Well, I can cross that off the bucket list. ",9,"Yeah, because… What does that mean? ",,
69,I may have to rescind that victory toot-toot. ,7,"Oh! Hey, little toot-toot! ",,
69,Maybe that's just hail? ,25,Maybe that's just hail? ,,
69,Back off! ,8,Dad. Dad! ,,
69,Incoming! ,17,Bingo! ,,
69,Carrots?! ,26,Carrots! ,,
69,(to Nick) Don't stop! Keep going! ,20,I did it for the city! ,,
69,(about to get run over) No! No! Please stop! ,7,"You'll never be a real cop, ",,
69,Do not stop this car! ,10,Get in the car.,,
69,"Speed up, Nick! Speed up! ",25,"Speed up, Nick! Speed up! ",,
69,(staving off Woolter) There's another train coming! ,25,Are you crazy? There's another train coming! ,,
69,Trust me! SPEED! UP! ,25,Trust me! SPEED! UP! ,,
69,Stop the train! Hey! ,6,"Keep the change, ",,
69,Hey. Need some help? ,18,We need your help.,,
69,"Oh no! Oh no, no, no! Too fast! Hold on! ",2,"Oh, you don't know when to quit, do you? ",,
69,I think this is our stop! ,3,Check this out! ,,
69,Okay... Maybe some of the evidence survived. ,13,"You wasted the day on purpose, ",,
69,Everything is gone. We've lost it all. ,25,"Everything's gone. We lost it all, ",,
69,"(shaking head) Yeah. Oh, except for this. ",25,except for this.,,
69,"Oh, Nick! Yes! ",9,"Oh, yes, ",,
69,Ow. ,2,Ow! ,,
69,Come on! We gotta get to the ZPD. Cut through the Natural History Museum! ,3,Come on. When is there not a need for a fox Taser? ,,
======,Scene 69 is aligned with chapter 25,===========,=============,69,25
70,Oh! There it is! ,26,There it is! ,,
70,Judy! Judy! ,26,Judy! Judy! ,,
70,"Mayor Bellwether! (out of breath, rapidly) We found out what's happening. Someone's darting predators with a serum-- that's what's making them go savage. ",26,We found out what's happening. Someone's darting￼ predators with a serum—that's what's making them go savage.,,
70,"(applauding) I am so proud of you, Judy. You did just a super job. ",26,"I am so proud of you, Judy. You did such a super job, ",,
70,"Thank you, ma'am. (troubling realization) How did you know where to find us? ",26,"Thank you, ma'am… How did you know where to find us? ",,
70,I'll go ahead and I'll take that case now. ,26,"I'll go ahead and take that case now, ",,
70,You know what... I think Nick and I will just take this to the ZPD... ,26,You know what? I think Nick and I will just take this to the ZPD…,,
70,Get them! ,26,Get them! ,,
70,Ach! ,5,Oh! ,,
70,Ah Carrots! ,26,Carrots! ,,
70,"I got ya, come here, come here. ",3,"And I put some snacks in there, ",,
70,"Okay, now just relax. ",11,"Oh, for sure, ",,
70,Whoops... Blueberry? ,26,Blueberry? ,,
70,Pass. ,26,"Pass, ",,
70,"Come on out, Judy! ",26,"Come on out, Judy! ",,
70,Take the case. Get it to Bogo. ,26,Get it to Bogo.,,
70,I'm not gonna leave you behind. That's not happening. ,26,"I'm not going to leave you behind. That's not happening, ",,
70,I can't walk. ,26,"I can't walk, ",,
70,"Just, we'll think of something. ",26,"Just… we'll think of something, ",,
70,"We're on the same team, Judy! ",26,"We're on the same team, Judy! ",,
70,"Underestimated. Under-appreciated. Aren't you sick of it? Predators. They may be strong and loud, but prey out-number predators 10 to one. ",6,"Listen, buddy. There aren't any fox ice cream joints in your part of town? ",,
70,"Think of it-- 90 percent of the population, united against a common enemy. We'll be unstoppable. ",3,"The deterrent and the repellent. That's all she needs, ",,
70,(to Goons) Over there! ,26,Over there! ,,
70,"Well, you should have stayed on the carrot farm, huh? It really is too bad; I really did like you. ",12,"Well, I was hoping you could run a plate for us. We're in a really big hurry, ",,
70,What are you going to do? Kill me? ,26,What are you going to do? ,,
70,No! Of course not... he is. ,26,"Of course not… he is, ",,
70,No! Nick?! ,26,No! Nick! ,,
70,"Yes, police! There's a savage fox in the natural history museum. Officer Hopps is down! Please hurry! ",26,There's a savage fox in the Natural History Museum. Officer Hopps is down! Please hurry! ,,
70,"No. Nick, don't do this. Fight it. ",26,Don't do this. Fight it.,,
70,"Oh, but he can't help it, can he? Since preds are just biologically predisposed to be savages. ",26,Since preds are just biologically predisposed￼ to be savages.,,
70,"Gosh, think of the headline: ""Hero Cop Killed By Savage Fox..."" ",26,"Gosh, think of the headline: ‘Hero Cop Killed by Savage Fox, '",,
70,"So that's it, prey fears predator, and you stay in power? ",26,"So that's it? Prey fears predator, and you stay in power? ",,
70,"Yeah, pretty much. ",26,"Pretty much, ",,
70,It won't work. ,26,"It won't work, ",,
70,Fear always works. And I'll dart every predator in Zootopia to keep it that way. ,26,And I'll dart every predator in Zootopia to keep it that way.,,
70,"(as Nick stalks her) Oh, Nick! No! ",20,I did it for the city! ,,
70,"Bye-Bye, Bunny. ",26,"Bye-bye, bunny, ",,
70,"Blood, blood, blood! And death. ",1,"Blood, blood, blood! ",,
70,"All right, you're milking it. Besides, I think we got it, I think we got it. We got it up there, thank you yakkety-yak-- you laid it all out beautifully. ",26,"All right, you know, you're milking￼ it. Besides, I think we got it, I think we got it. We got it up there, thank you, yakety yak—you laid it all out beautifully, ",,
70,What? ,26,What? ,,
70,"Yea, oh, are you looking for the serum? (holds it up) Well, it's right here. ",26,"Oh, are you looking for the serum? Well, it's right here.",,
70,What you've got in the weapon there- - those are blueberries. From my family's farm. ,26,"What you've got in the weapon there—those are blueberries. From my family's farm, ",,
70,They are delicious. (licking fingers) You should try some. ,26,They are delicious. You should try some.,,
70,"I framed Lionheart, I can frame you too! It's my word against yours! ",26,"I framed Lionheart, I can frame you! It's my word against yours! ",,
70,"Oooo, actually-- ",26,"Oh, yeah, actually…, ",,
70,And I'll dart every predator in Zootopia to keep it that way... ,26,And I'll dart every predator in Zootopia to keep it that way.,,
70,"--It's your word against yours. It's called a hustle, sweetheart. Boom. ",10,"It's called a hustle, sweetheart.",,
70,106. ,2,Ow! ,,
======,Scene 70 is aligned with chapter 26,===========,=============,70,26
71,"Former Mayor Dawn Bellwether is behind bars today, guilty of masterminding the savage attacks that have plagued Zootopia of late. ",27,"Former mayor Dawn Bellwether is behind bars today, guilty of masterminding￼ the savage attacks that have plagued Zootopia of late, ",,
71,"Her predecessor, Leodore Lionheart, denies any knowledge of her plot, claiming he was just trying to protect the city. ",27,"Her predecessor, Leodore Lionheart, denies any knowledge of her plot, claiming he was just trying to protect the city, ",,
71,"Did I falsely imprison those animals? Well, yes. Yes I did. It was a classic ""doing the wrong thing for the right reason"" kind of a deal. ",27,"Did I falsely imprison those animals? Well, yes. Yes, I did. Classic ‘doing the wrong thing for the right reason' scenario. Know what I mean, Kitty? ",,
71,"In related news, doctors say the night howler antidote is proving effective in rehabilitating the afflicted predators... ",27,"In related news, doctors say the night howler antivenom￼ is proving effective in rehabilitating￼ all of the victims.",,
======,Scene 71 is aligned with chapter 27,===========,=============,71,27
72,Emmitt? Oh... Emmitt... ,11,"Emmitt Otterton, ",,
72,(to Hopps) Thank you. ,5,"Great, thank you! ",,
======,Scene 72 is aligned with chapter 11,===========,=============,72,11
73,"When I was a kid, I thought Zootopia was this perfect place where everyone got along and anyone could be anything... ",12,I thought in Zootopia anyone could be anything.,,
73,"Turns out, real life's a little bit more complicated than a slogan on a bumper sticker. Real life is messy. ",3,"And we're just a little excited for you, but terrified.",,
73,"We all have limitations. We all make mistakes. Which means-- hey, glass half full!-- we all have a lot in common. And the more we try to understand one another, the more exceptional each of us will be. But we have to try. ",7,No one tells me what I can or can't be! Especially not some jerk who never had the guts to try and be anything more than a pawpsicle hustler.,,
======,Scene 73 is aligned with chapter 3,===========,=============,73,3
74,"So, no matter what type of animal you are, from the biggest elephant to our first fox... ",20,You know what I mean. You're not that kind of predator.,,
74,I implore you... try. Try to make the world a better place. ,5,You ready to make the world a better place? ,,
74,"Look inside yourself, and recognize that change starts with you. It starts with me. It starts with all of us. ",11,thirty-six hours left to solve this case. Can you run the plate or not? ,,
74,All right! All right... ,23,"All right, get in here.",,
======,Scene 74 is aligned with chapter 11,===========,=============,74,11
75,"...Enough! Shut it! We have some new recruits with us this morning, including our first fox. Who cares. ",27,"We have some new recruits with us this morning, ",,
75,"Ha! You should have your own line of inspirational greeting cards, sir. ",27,"You should have your own line of inspirational greeting cards, sir, ",,
75,"Shut your mouth, Wilde. Assignments! Officers Grizzoli, Fangmeyer, Delgato: Tundratown Swat. Snarlov, Higgins, Wolfard: Undercover. Hopps, Wilde... (beat of anticipation) Parking duty. Dismissed. (beat) Just kidding! We have reports of a street racer tearing up Savannah Central. Find him, shut him down. ",14,"And I'm on the Emmitt Otterton case. My evidence puts him in your car, so intimidate me all you want; I'm going to find out what you did to that otter if it's the last thing I do.",,
======,Scene 75 is aligned with chapter 27,===========,=============,75,27
76,So are all rabbits bad drivers or is it just you? ,28,"So are all rabbits bad drivers, or is it just you? ",,
76,Oops. Sorry. ,28,"Oops. Sorry, ",,
76,(as he wipes off his face) Sly bunny. ,7,I am not a dumb bunny.,,
76,Dumb fox. ,28,Dumb fox.,,
76,You know you love me. ,19,"You know, after you, ",,
76,"Do I know that? Yes. Yes, I do. ",28,"Do I know that? Yes. Yes, I do.",,
======,Scene 76 is aligned with chapter 28,===========,=============,76,28
77,"Sir, you were going 115 miles per hour. I hope you have a good explanation. ",26,"I'm not going to leave you behind. That's not happening, ",,
77,Flash? Flash? Hundred yard dash?! ,12,"Flash, Flash, hundred-yard dash! ",,
77,(several beats) Nick. ,3,"When I was nine, ",,
======,Scene 77 is aligned with chapter 26,===========,=============,77,26
