scene no,scene dialogue,chap no,chap dialogue,scene,chapter
60,I'm fine. ,22,I'm fine.,,
60,You are not fine. Your ears are droopy. ,22,"You are not fine. Your ears are droopy, ",,
60,Why did I think I could make a difference? ,22,Why did I think I could make a difference? ,,
60,"Because you're a trier, that's why. ",15,"Because he was attacked, ",,
60,You've always been a trier. ,22,"You've always been a trier, ",,
60,"Oh, I tried. And it made life so much worse for so many innocent predators. ",12,"Ha, ha, yes, very funny, very funny. Can we please just focus on the—",,
60,"Oh, not all of them, though. Speak of the devil. Right on time. ",22,"Oh, not all of them, though, ",,
60,Is that... Gideon Grey? ,14,Is that Mr. Big? ,,
60,Yep. It sure is. We work with him now. ,22,"Yep. It sure is, ",,
60,He's our partner. And we never would have considered it had you not opened our minds. ,22,"He's our partner! And we'd never have considered it had you not opened our minds, ",,
60,"That's right. I mean, Gid's turned into one of the top pastry chefs in the tri-burrows. ",1,"That's right, Stu. We settled hard.",,
60,"That's really cool, you guys. ",7,"That's right, ",,
60,Gideon Grey. I'll be darned. ,22,"Gideon Grey, ",,
60,Hey Judy-- I'd like to say I'm sorry for the way I behaved in my youth. I had a lotta self-doubt that manifested itself in the form of unchecked rage and aggression. I was a major jerk. ,20,"The kind that needs to be muzzled? The kind that makes you think you need to carry around fox repellent? Yeah, don't think I didn't notice that little item the first time we met.",,
60,"Well, I know a thing or two about being a jerk... ",5,Bullpen's over there to the left.,,
60,Anyhow-- I brought you all these pies. ,27,All right! Enough! Shut it! ,,
60,Hey kids! Don't you run through that midnicampum holicithias! ,7,And I did not falsely advertise anything. Take care.,,
60,"(holding back the others) Whoa, whoa, whoa! ",9,"Well, I'd say the case is in good hands! ",,
60,"Now there's a 4-dollar word, Mr. H. My family always just called them night howlers. ",18,"Oh, dear… I better go. Let me know what you find. It was really nice for me to—",,
60,"I'm sorry, what did you say? ",21,"I'm not—I'm not a hero, ",,
60,"Oh, Gid's talking about those flowers, Judy. I use `em to keep bugs off the produce. But I don't like the little ones going near `em on account of what happened to your Uncle Terry. ",22,"Oh, Gid's talking about those flowers, Judy. I use them to keep bugs off the produce￼. But I don't like the little ones going near them on account of your Uncle Terry.",,
60,"Yeah, Terry ate one whole when we were kids and went completely nuts. ",22,"Yeah, Terry ate one whole when we were kids and went completely nuts, ",,
60,He bit the dickens out of your mother. ,22,"He bit the dickens out of your mother, ",,
60,(a dawning realization) A bunny can go savage... ,20,"I mean, it's not like a bunny could go savage.",,
60,"Savage? Well, that's a strong word. But it did hurt like the devil. ",22,"Savage? Well, that's a strong word, ",,
60,Well sure it did. There's a sizable divot in your arm. I'd call that savage. ,16,Did you think it was real? It looks so real! It's not—it's just a new app.,,
60,(as if doing an equation) Night howlers aren't wolves. They're flowers. The flowers are making the predators go savage. That's it! That's what I've been missing! ,11,"What was it you said? ‘Any moron can run a plate'? Gosh… if only there were a moron around who was up to the task…, ",,
60,"Oh, keys! Keys! Keys! Keys! Hurry! Come on! Thank you, I love you bye! ",3,"The deterrent and the repellent. That's all she needs, ",,
60,"You catch any of that, Bon? ",2,"You don't scare me, Gideon, ",,
60,Not one bit. ,9,"Not now, ",,
60,"Well, that makes me feel a little better. I thought she was talking in tongues or something. ",13,"Well, then they should have gotten a real cop to find him.",,
======,Scene 60 is aligned with chapter 22,===========,=============,60,22
61,Who is it? ,9,That's it? ,,
61,I need to find Nick. Please. ,6,"You're holding up the line, ",,
======,Scene 61 is aligned with chapter 9,===========,=============,61,9
62,Nick? Nick! ,17,"Nick, ",,
62,"Oh, Nick! Night howlers aren't wolves. They're toxic flowers. I think someone is targeting predators on purpose and making them go savage. ",1,"Yes! Your dad and me and your two hundred seventy-five brothers and sisters—we're changing the world one carrot at a time, ",,
62,Wow. Isn't that interesting. ,18,Where does that road go? ,,
62,"Wait! Wait, please-- I know you'll never forgive me. And I don't blame you. I wouldn't forgive me either. I was ignorant and irresponsible and small-minded... But predators shouldn't suffer because of my mistakes. I have to fix this, but I can't do it without you. ",23,"Wait, listen! I know you'll never forgive me. And I don't blame you. I wouldn't forgive me, either. I was ignorant and irresponsible and small-minded. But predators shouldn't suffer because of my mistakes. I have to fix this, but I can't do it without you.",,
62,"(getting emotional) And after we're done, you can hate me, and that'll be fine, because I was a horrible friend and I hurt you... and you can walk away knowing you were right all along, I really am just a dumb bunny. ",22,I'd like to say sorry for the way I behaved in my youth. I had a lot of self-doubt that manifested￼ itself in the form of unchecked￼ rage and aggression. I was a major jerk.,,
62,I really am just a dumb bunny. I really am just a dumb bunny. ,23,I really am just a dumb bunny. I really am just a dumb bunny.,,
62,"Don't worry, Carrots, I'll let you erase it... in 48 hours. ",9,"Don't worry, sir. I got this! ",,
62,"Alright, get in here. ",22,Is that… Gideon Grey? ,,
62,"Okay. Oh, you bunnies... You're so emotional. There we go. Deep breath. (then) Are you just trying to steal the pen. Is that what this is? (then) You are standing on my tail, though. Off, off, off. ",20,"You wanna look smart, answer their questions with your own rhetorical￼ questions. Then answer that question. Okay like this, ‘Was this a tough case? Yes. Yes, it was.' ",,
62,I'm sorry. ,22,I'm fine.,,
======,Scene 62 is aligned with chapter 22,===========,=============,62,22
63,"I thought you guys only grew carrots. (then, eats) What's the plan? ",18,I thought you were going to cancel my afternoon! ,,
63,We are gonna follow the night howlers. ,13,We are done. Here's your pen.,,
63,Okay. How? ,9,Okay.,,
63,(shows picture of weasel) Know this guy? ,17,"I thought so, too, until I saw this.",,
63,"Uh-huh. I told you, I know everybody. ",1,"I'm looking at you, Gideon Grey.",,
======,Scene 63 is aligned with chapter 1,===========,=============,63,1
64,"Well, hello, step right up! Anything you need... I got it. All your favorite movies! I got movies that haven't even been released yet! ",11,"Well, I had a ball. You are welcome for the clue. And seeing as how any moron￼ can run a plate, I'll take that pen and bid you adieu.",,
64,"Hey, 15% off! 20! Make me an offer! Come on! ",9,"Well, I'd say the case is in good hands! ",,
64,"(suddenly appearing) Well, well, look who it is. The duke of bootleg. ",9,"Splendid. Clawhauser will give you the complete case file, ",,
64,"What's it to you, Wilde? Shouldn't you be melting down a popsicle or something? (sees Hopps) Hey, if it isn't Flopsy the Copsy. ",24,"What's it to you, Wilde? Shouldn't you be melting down a pawpsicle or something? ",,
64,"We both know those weren't moldy onions I caught you stealing. What were you gonna do with those night howlers, Wessleton? ",24,"We both know those weren't moldy onions I caught you stealing, ",,
64,"It's Weaselton. Duke Weaselton. And I ain't talking, rabbit. And ain't nothing you can do to make me. ",24,"It's Weaselton! Duke Weaselton. And I ain't talking, rabbit. And ain't nothing you can do to make me.",,
======,Scene 64 is aligned with chapter 24,===========,=============,64,24
65,Ice `em. ,14,Ice 'em.,,
65,Aaagh! Agh! (to Nick) Ya dirty rat! Why ya helping her?! She's a cop! ,8,"You know what? This has been great, guys, but it's been a long day—",,
65,And the godmother to my future granddaughter. ,24,And the godmother to my future granddaughter.,,
65,I'm gonna name her Judy. ,16,I'm gonna let go! ,,
65,Aw. ,24,"Aw, ",,
65,(to polar bears) Ice this weasel. ,5,Bullpen's over there to the left.,,
65,"All right, all right, please! I'll talk! I'll talk. I stole them night howlers so I could sell `em. They offered me what I couldn't refuse... Money. ",5,"All right, all right. Everybody sit, ",,
65,And to whom did you sell them? ,24,And to whom did you sell them? ,,
65,A ram named Doug. We got a drop spot underground... ,16,"Well, this should be good, ",,
======,Scene 65 is aligned with chapter 24,===========,=============,65,24
66,...Just watch it. Doug is the opposite of friendly. He's unfriendly... ,22,"Anyhow, I brought you all these pies, ",,
======,Scene 66 is aligned with chapter 22,===========,=============,66,22
67,Come on! ,19,Come on! ,,
======,Scene 67 is aligned with chapter 19,===========,=============,67,19
68,The weasel wasn't lying. ,25,"The weasel wasn't lying, ",,
68,"Yeah, looks like old Doug's cornered the market on night howlers... ",25,"Yeah, looks like old Doug's cornered the market on night howlers, ",,
68,(into phone) You got Doug here. What's the mark? Cheetah in Sahara Square. Got it. ,22,Gid's turned into one of the top pastry chefs in the triboroughs.,,
68,"(into phone) Serious? Yeah, I know they're fast. I can hit him. Listen, I hit a tiny little otter through the open window of a moving car. ",15,"You want to find Otterton, talk to the driver of the car. His name is Manchas, lives in the Rainforest District. Only he can tell you more.",,
68,"(into phone) Yeah I'll buzz you when it's done. Or you'll see it on the news. Ya know, whichever comes first. ",10,Did someone steal a traffic cone? It wasn't me.,,
68,"Hey Doug, open up! We've got your latte. ",9,"Well, I'd say the case is in good hands! ",,
68,"(into phone) Alright, Woolter and Jesse are back, so I'm leaving now. (then) Out. ",3,"But just in case, we made you a little care package to take with you.",,
68,"Hey. Hey! Where are you going? Get back here! What are you doing?! He's gonna see you! What are you looking at? Hey! Whatever you're thinking, stop thinking it. Carrots! Carrots! ",14,"Well, actually, we were brought here against our will, so… Point is, I did not know it was your car, and I certainly did not know about your daughter's wedding, ",,
68,It better have the extra foam this time-- ,9,Let's not tell the mayor just yet—,,
68,"Hey, open up! ",7,"Hey, hey! ",,
68,What are you doing?! You just trapped us in here! ,25,What are you doing? ,,
68,We need to get this evidence to the ,25,"We need to get this evidence to the ZPD, ",,
68,Okay. Great. Here it is. Got it. ,3,Okay. Gotta go. Bye! ,,
68,No. All of it! ,25,"No. All of it, ",,
68,"Wait, what? ",25,"Wait, what? ",,
68,"Great, you're a conductor now? Hey, listen-- It would take a miracle to get this rust-bucket going. ",6,"You're gonna have to wait your turn like everyone else, meter maid, ",,
68,Well... Hallelujah! ,22,I'll be darned.,,
68,(on the phone) We kinda got a situation at the lab... (noticing train) Oh! It just got worse! ,20,"So, you scared of me? Think I might go nuts? Go savage? Think I might what… try to eat you? ",,
======,Scene 68 is aligned with chapter 25,===========,=============,68,25
69,Mission accomplished. Would it be premature for me to do a little victory toot-toot? ,25,Mission accomplished. Would it be premature￼ for me to do a little victory toot-toot? ,,
69,All right. One toot-toot. ,6,"All right, here you go—",,
69,"Well, I can cross that off the bucket list. ",12,"Well, I was hoping you could run a plate—",,
69,I may have to rescind that victory toot-toot. ,2,"I want you to remember this moment, ",,
69,Maybe that's just hail? ,25,Maybe that's just hail? ,,
69,Back off! ,8,Dad. Dad! ,,
69,Incoming! ,22,I'm fine.,,
69,Carrots?! ,26,Carrots! ,,
69,(to Nick) Don't stop! Keep going! ,18,You can't touch that! Stop it! ,,
69,(about to get run over) No! No! Please stop! ,2,"I want you to remember this moment, ",,
69,Do not stop this car! ,11,"Boy, that's the spirit, ",,
69,"Speed up, Nick! Speed up! ",25,"Speed up, Nick! Speed up! ",,
69,(staving off Woolter) There's another train coming! ,3,Come on. When is there not a need for a fox Taser? ,,
69,Trust me! SPEED! UP! ,25,Trust me! SPEED! UP! ,,
69,Stop the train! Hey! ,6,"Keep the change, ",,
69,Hey. Need some help? ,7,"Hey, hey! ",,
69,"Oh no! Oh no, no, no! Too fast! Hold on! ",26,"Of course not… he is, ",,
69,I think this is our stop! ,16,Get in! Carrots? Carrots! ,,
69,Okay... Maybe some of the evidence survived. ,7,Okay. Tell me if this story sounds familiar.,,
69,Everything is gone. We've lost it all. ,25,"Everything's gone. We lost it all, ",,
69,"(shaking head) Yeah. Oh, except for this. ",16,"Rabbit, whatever you do, do not let go! ",,
69,"Oh, Nick! Yes! ",26,No! Nick! ,,
69,Ow. ,2,Ow! ,,
69,Come on! We gotta get to the ZPD. Cut through the Natural History Museum! ,3,Come on. When is there not a need for a fox Taser? ,,
======,Scene 69 is aligned with chapter 25,===========,=============,69,25
70,Oh! There it is! ,4,No! You shut up! ,,
70,Judy! Judy! ,26,Judy! Judy! ,,
70,"Mayor Bellwether! (out of breath, rapidly) We found out what's happening. Someone's darting predators with a serum-- that's what's making them go savage. ",26,Mayor Bellwether! ,,
70,"(applauding) I am so proud of you, Judy. You did just a super job. ",6,"You're gonna have to wait your turn like everyone else, meter maid, ",,
70,"Thank you, ma'am. (troubling realization) How did you know where to find us? ",9,"Thank you, ma'am, ",,
70,I'll go ahead and I'll take that case now. ,26,"I'll go ahead and take that case now, ",,
70,You know what... I think Nick and I will just take this to the ZPD... ,8,"You know what? This has been great, guys, but it's been a long day—",,
70,Get them! ,26,Get them! ,,
70,Ach! ,2,Hey! ,,
70,Ah Carrots! ,13,What? What! ,,
70,"I got ya, come here, come here. ",3,"And I put some snacks in there, ",,
70,"Okay, now just relax. ",10,Okay. You're the boss.,,
70,Whoops... Blueberry? ,1,"Blood, blood, blood! ",,
70,Pass. ,26,"Pass, ",,
70,"Come on out, Judy! ",26,"Come on out, Judy! ",,
70,Take the case. Get it to Bogo. ,26,"Take the case, ",,
70,I'm not gonna leave you behind. That's not happening. ,9,"But you strike out, you resign.",,
70,I can't walk. ,26,"I can't walk, ",,
70,"Just, we'll think of something. ",26,"Just… we'll think of something, ",,
70,"We're on the same team, Judy! ",26,"We're on the same team, Judy! ",,
70,"Underestimated. Under-appreciated. Aren't you sick of it? Predators. They may be strong and loud, but prey out-number predators 10 to one. ",26,"Underestimated.￼ Underappreciated￼, ",,
70,"Think of it-- 90 percent of the population, united against a common enemy. We'll be unstoppable. ",11,"Oh, you know, I'm gonna hit the pause button right there. We are all good on Bunny Scout Cookies, ",,
70,(to Goons) Over there! ,9,"Bon voyage￼, flatfoot! ",,
70,"Well, you should have stayed on the carrot farm, huh? It really is too bad; I really did like you. ",20,"Funny you should say that… because I've been thinking. It would be nice to have a partner, ",,
70,What are you going to do? Kill me? ,26,What are you going to do? ,,
70,No! Of course not... he is. ,20,"No, but a fox could, huh? ",,
70,No! Nick?! ,26,No! Nick! ,,
70,"Yes, police! There's a savage fox in the natural history museum. Officer Hopps is down! Please hurry! ",5,They really did hire a bunny. What! I gotta tell you; you are even cuter than I thought you'd be.,,
70,"No. Nick, don't do this. Fight it. ",26,"No. Nick, ",,
70,"Oh, but he can't help it, can he? Since preds are just biologically predisposed to be savages. ",26,"Oh, but he can't help it, can he? ",,
70,"Gosh, think of the headline: ""Hero Cop Killed By Savage Fox..."" ",26,"Gosh, think of the headline: ‘Hero Cop Killed by Savage Fox, '",,
70,"So that's it, prey fears predator, and you stay in power? ",26,"So that's it? Prey fears predator, and you stay in power? ",,
70,"Yeah, pretty much. ",11,"Thank you so much, ",,
70,It won't work. ,26,"It won't work, ",,
70,Fear always works. And I'll dart every predator in Zootopia to keep it that way. ,26,"Fear always works, ",,
70,"(as Nick stalks her) Oh, Nick! No! ",7,Pawpsicles! Get your pawpsicles! ,,
70,"Bye-Bye, Bunny. ",26,"Bye-bye, bunny, ",,
70,"Blood, blood, blood! And death. ",1,"Blood, blood, blood! ",,
70,"All right, you're milking it. Besides, I think we got it, I think we got it. We got it up there, thank you yakkety-yak-- you laid it all out beautifully. ",26,"All right, you know, you're milking￼ it. Besides, I think we got it, I think we got it. We got it up there, thank you, yakety yak—you laid it all out beautifully, ",,
70,What? ,26,What? ,,
70,"Yea, oh, are you looking for the serum? (holds it up) Well, it's right here. ",10,"It's not exactly a place for a cute little bunny, ",,
70,What you've got in the weapon there- - those are blueberries. From my family's farm. ,26,"What you've got in the weapon there—those are blueberries. From my family's farm, ",,
70,They are delicious. (licking fingers) You should try some. ,26,They are delicious. You should try some.,,
70,"I framed Lionheart, I can frame you too! It's my word against yours! ",26,"I framed Lionheart, I can frame you! It's my word against yours! ",,
70,"Oooo, actually-- ",3,"I love you guys, ",,
70,And I'll dart every predator in Zootopia to keep it that way... ,26,And I'll dart every predator in Zootopia to keep it that way.,,
70,"--It's your word against yours. It's called a hustle, sweetheart. Boom. ",26,"… it's your word against yours, ",,
70,106,2,Hey! ,,
======,Scene 70 is aligned with chapter 26,===========,=============,70,26
71,"Former Mayor Dawn Bellwether is behind bars today, guilty of masterminding the savage attacks that have plagued Zootopia of late. ",27,"Former mayor Dawn Bellwether is behind bars today, guilty of masterminding￼ the savage attacks that have plagued Zootopia of late, ",,
71,"Her predecessor, Leodore Lionheart, denies any knowledge of her plot, claiming he was just trying to protect the city. ",27,"Her predecessor, Leodore Lionheart, denies any knowledge of her plot, claiming he was just trying to protect the city, ",,
71,"Did I falsely imprison those animals? Well, yes. Yes I did. It was a classic ""doing the wrong thing for the right reason"" kind of a deal. ",27,"Did I falsely imprison those animals? Well, yes. Yes, I did. Classic ‘doing the wrong thing for the right reason' scenario. Know what I mean, Kitty? ",,
71,"In related news, doctors say the night howler antidote is proving effective in rehabilitating the afflicted predators... ",27,"In related news, doctors say the night howler antivenom￼ is proving effective in rehabilitating￼ all of the victims.",,
======,Scene 71 is aligned with chapter 27,===========,=============,71,27
72,Emmitt? Oh... Emmitt... ,11,"Emmitt Otterton, ",,
72,(to Hopps) Thank you. ,17,So things get to you? ,,
======,Scene 72 is aligned with chapter 17,===========,=============,72,17
73,"When I was a kid, I thought Zootopia was this perfect place where everyone got along and anyone could be anything... ",23,"Are you just trying to steal the pen? Is that what this is? You are standing on my tail, though. Off, off, off.",,
73,"Turns out, real life's a little bit more complicated than a slogan on a bumper sticker. Real life is messy. ",2,What crazy world are you living in where you think a bunny could be a cop? ,,
73,"We all have limitations. We all make mistakes. Which means-- hey, glass half full!-- we all have a lot in common. And the more we try to understand one another, the more exceptional each of us will be. But we have to try. ",10,"I make two hundred bucks a day, Fluff. Three hundred sixty-five days a year, since I was twelve. And time is money, so hop along.",,
======,Scene 73 is aligned with chapter 2,===========,=============,73,2
74,"So, no matter what type of animal you are, from the biggest elephant to our first fox... ",1,"And no longer do I have to blindly serve the almighty carrot, ",,
74,I implore you... try. Try to make the world a better place. ,8,Didn't you hear her conversation? She feels like a failure! ,,
74,"Look inside yourself, and recognize that change starts with you. It starts with me. It starts with all of us. ",23,"Are you just trying to steal the pen? Is that what this is? You are standing on my tail, though. Off, off, off.",,
74,All right! All right... ,23,"All right, get in here.",,
======,Scene 74 is aligned with chapter 23,===========,=============,74,23
75,"...Enough! Shut it! We have some new recruits with us this morning, including our first fox. Who cares. ",13,This is him! Emmitt Otterton. He was definitely here. What do you think happened? ,,
75,"Ha! You should have your own line of inspirational greeting cards, sir. ",8,"You know what? This has been great, guys, but it's been a long day—",,
75,"Shut your mouth, Wilde. Assignments! Officers Grizzoli, Fangmeyer, Delgato: Tundratown Swat. Snarlov, Higgins, Wolfard: Undercover. Hopps, Wilde... (beat of anticipation) Parking duty. Dismissed. (beat) Just kidding! We have reports of a street racer tearing up Savannah Central. Find him, shut him down. ",27,"Shut your mouth, Wilde, ",,
======,Scene 75 is aligned with chapter 8,===========,=============,75,8
76,So are all rabbits bad drivers or is it just you? ,28,"So are all rabbits bad drivers, or is it just you? ",,
76,Oops. Sorry. ,28,"Oops. Sorry, ",,
76,(as he wipes off his face) Sly bunny. ,9,"Ma'am, our detectives are very busy.",,
76,Dumb fox. ,28,Dumb fox.,,
76,You know you love me. ,19,"You know, after you, ",,
76,"Do I know that? Yes. Yes, I do. ",28,"Do I know that? Yes. Yes, I do.",,
======,Scene 76 is aligned with chapter 28,===========,=============,76,28
77,"Sir, you were going 115 miles per hour. I hope you have a good explanation. ",8,"You know what? This has been great, guys, but it's been a long day—",,
77,Flash? Flash? Hundred yard dash?! ,12,"Flash, Flash, hundred-yard dash! ",,
77,(several beats) Nick. ,3,"And also bears, ",,
======,Scene 77 is aligned with chapter 8,===========,=============,77,8
